Identificador,Tipo de subasta,Cuenta expediente,Fecha de inicio,Fecha de conclusión,Cantidad reclamada,Lotes,Anuncio BOE,Valor subasta,Tasación,Puja mínima,Tramos entre pujas,Importe del depósito,Descripción,Dirección,Código Postal,Localidad,Provincia,Vivienda habitual,Situación posesoria,Visitable,Inscripción registral,Referencia catastral,Cargas,Dirección Mapa
SUB-AT-2023-23R0886001245,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23848,8916.69,8916.69,0.0,500.0,445.83,"100% PLENO DOMINIO. URBANA: ENTIDAD Nº17.- PLAZA DE APARCAMIENTO Nº 6        SITUADA EN LA PLANTA SÓTANO 1º DEL EDIFICIO SITO EN LA CALLE SANT JAUME, Nº  13 Y 15 EN EL TÉRMINO MUNICIPAL DE SANT ACISCLO DE VALLALTA. TIENE UNA       SUPERFICIE DE 13,65M2 Y SU ACCESO DESDE EL PASO COMÚN A TODAS LAS FINCAS DE  ESTA PLANTA. LINDA: AL FRENTE, TOMANDO COMO TAL LA ZONA COMÚN Y A TRAVÉS DE  ESTA CON EL SUBSUELO DE LA FINCA DEL SR. PONS COLLET. TIENE UN COEFICIENTE   DE PARTICIPACIÓN EN LOS ELEMENTOS COMUNES DE UN ENTERO CON VEINTIUNA         CENTÉSIMAS POR CIENTO.",CALLE SANT JAUME 13 -1 6,8359,SANT ISCLE DE VALLALTA,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ARENYS DE MAR TOMO: 1579 , FOLIO: 1 , LIBRO: 14. FINCA: 890    , INSCRIPCIÓN: 1",4383715DG6048S0017DM,"0,00 €",CALLE SANT JAUME 13
SUB-AT-2023-23R0886001246,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23849,8874.45,8874.45,0.0,500.0,443.72,"100% PLENO DOMINIO. URBANA: ENTIDAD Nº 1. - PLAZA DE APARCAMIENTO Nº 1       SITUADA EN LA PLANTA SÓTANO 2º DEL EDIFICIO SITO EN LA CALLE SANT JAUME, Nº  13 Y 15 EN EL TÉRMINO MUNICIPAL DE SAN ACISCLO DE VALLALTA. TIENE UNA        SUPERFICIE DE 13,60M2 Y SU ACCESO DESDE EL PASO COMÚN A TODAS LAS FINCAS DE  ESTA PLANTA. LINDA: AL FRENTE, TOMANDO COMO TAL LA ZONA COMÚN A TRAVES DE LA CUAL SE ACCEDE A DICHA PLAZA DE APARCAMIENTO, CON DICHA ZONA COMÚN:  A LA    IZQUIERDA, ENTRANDO, CON PLAZA DE APARCAMIENTO Nº2 DE ESTA MISMA PLANTA  A   LA DERECHA ENTRANDO, CON SUBSUELO DE LA FINCA DEL SR PONS COLLET Y AL FONDO, CON EL CITADO SUBSUELO DE LA FINCA DEL SR PONS COLLET. TIENE UN COEFICIENTE  DE PARTICIPACIÓN EN LOS ELEMENTOS COMUNES DE UN ENTERO CON VENTE CENTÉSIMAS",CALLE SAN JAUME 13 -2 1,8359,SANT ISCLE DE VALLALTA,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ARENYS DE MAR TOMO: 1521 , FOLIO: 178 , LIBRO: 13. FINCA: 858    , INSCRIPCIÓN: 1",4383715DG6048S0001MP,"0,00 €",CALLE SAN JAUME 13
SUB-AT-2023-23R0886001247,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23851,8475.97,8475.97,0.0,500.0,423.79,"100% PLENO DOMINIO. URBANA: ENTIDAD Nº 14. - PLAZA DE APARCAMIENTO Nº3       SITUADA EN LA PANTA SÓTANO 1º DEL EDIFICIO SITO EN LA CALLE SANT JAUME, Nº   13 Y 15 EN EL TÉRMINO MUNICIPAL DE SAN ACISCLO DE VALLALTA. TIENE UNA        SUPERFICIE DE 13,25M2 Y SU ACCESO DESDE EL PASO COMÚN A TODAS LAS FINCAS DE  ESTA PLANTA. LINDA: AL FRENTE, TOMANDO COMO TAL LA ZONA COMÚN A TRAVES DE LA CUAL SE ACCEDE A DICHA PLAZA DE APARCAMIENTO, CON DICHA ZONA COMÚN  A LA     IZQUIERDA, ENTRANDO, CON PLAZA DE APARCAMIENTO Nº 4 DE ESTA MISMA PLANTA  A  LA DERECHA ENTRANDO, CON PLAZA DE APARCMIENTO Nº2 Y AL FONDO, CON EL         SUBSUELO DE LA FINCA DEL SEÑOR PONS COLLET. TIENE UN COEFICIENTE DE          PARTICIPACIÓN EN LOS ELEMENTOS COMUNES DE UN ENTERO CON DIECISIETE",CALLE SANT JAUME 13 -1 3,8359,SANT ISCLE DE VALLALTA,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ARENYS DE MAR TOMO: 1521 , FOLIO: 217 , LIBRO: 13. FINCA: 884    , INSCRIPCIÓN: 1",4383715DG6048S0014PB,"0,00 €",CALLE SANT JAUME 13
SUB-AT-2023-23R0886001248,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23852,8475.97,8475.97,0.0,500.0,423.79,"100% PLENO DOMINIO. URBANA: ENTIDAD Nº3.-PLAZA DE APARCAMIENTO Nº3 SITUADA   EN LA PLANTA SÓTANO 2º DEL EDIFICIO SITO EN LA CALLE SANT JAUME, Nº 13 Y 15  EN EL TÉRMINO MUNICIPAL DE SAN ACISCLO DE VALLALTA. TIENE UNA SUPERFICIE DE  13,25M2 Y SU ACCESO DESDE EL PASO COMÚN A TODAS LAS FINCAS DE ESTA PLANTA.   LINDA: AL FRENTE, TOMANDO COMO TAL LA ZONA COMÚN A TRAVÉS DE LA CUAL SE      ACCEDE A DICHA PLAZA DE APARCAMIENTO, CON DICHA ZONA COMÚN  A LA IZQUIERDA   ENTRANDO, CON PLAZA DE APARCAMIENTO Nº4 DE ESTA MISMA PLANTA  A LA DERECHA   ENTRANDO, CON PLAZA DE APARCAMIENTO Nº2 Y AL FONDO, CON EL SUBSUELO DE LA    FINCA DEL SR PONS COLLET. TIENE UN COEFICIENTE DE PARTICIPACIÓN EN LOS       ELEMENTOS COMUNES DE UN ENTERO CON DIECISIETE CENTÉSIMAS POR CIENTO.",CALLE SANT JAUME 13 -2 3,8359,SANT ISCLE DE VALLALTA,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ARENYS DE MAR TOMO: 1521 , FOLIO: 184 , LIBRO: 13. FINCA: 862    , INSCRIPCIÓN: 1",4383715DG6048S0003WS,"0,00 €",CALLE SANT JAUME 13
SUB-AT-2023-23R0886001249,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23853,8874.45,8874.45,0.0,500.0,443.72,"100% PLENO DOMINIO. URBANA: ENTIDAD Nº 13.- PLAZA DE APARCAMIENTO Nº2        SITUADA EN LA PLANTA SOTANO 1º DEL EDIFICIO SITO EN LA CALLE SANT JAUME,     Nº13 Y 15 EN EL TÉRMINO MUNICIPAL DE SAN ACISCLO DE VALLALTA. TIENE UNA      SUPERFICIE DE 13,60M2 Y SU ACCESO DESDE EL PASO COMÚN A TODAS LAS FINCAS DE  ESTA PLANTA. LINDA: AL FRENTE, TOMANDO COMO TAL LA ZONA COMUN A TRAVES DE LA CUAL SE ACCEDE A DICHA PLAZA DE APARCAMIENTO, CON DICHA ZONA COMÚN  A LA     IZQUIERDA, ENTRANDO, CON PLAZA DE APARCAMIENTO Nº3 DE ESTA MISMA PLANTA  A   LA DERECHA ENTRANDO, CON PLAZA DE APARCAMIENTO Nº1 Y AL FONDO CON EL         SUBSUELO DE LA FINCA DEL SEÑOR PONS COLLET. TIENE UN COEFICIENTE DE          PARTICIPACIÓN EN LOS ELEMENTOS COMUNES DE UN ENTERO CON VEINTE CENTÉSIMAS",CALLE SANT JAUME 13 -1 2,8359,SANT ISCLE DE VALLALTA,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ARENYS DE MAR TOMO: 1521 , FOLIO: 214 , LIBRO: 13. FINCA: 882    , INSCRIPCIÓN: 1",438715DG6048S00013OL,"0,00 €",CALLE SANT JAUME 13
SUB-AT-2023-23R0886001250,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23855,15690.25,15690.25,0.0,500.0,784.51,"100% PLENO DOMINI. URBANA: ENTIDAD Nº21. PLAZA APARCAMIENTO Nº10 SITUADA EN  LA PLANTA SOTANO 1º DEL EDIFICIO SITO EN LA CALLE SANT JAUME, Nº 13 Y 15 EN  EL TÉRMINO MUNICIPAL DE SAN ACISCLO DE VALLALTA. TIENE UNA SUPERFICIE DE     24,35M2 Y SU ACCESO DESDE EL PASO COMÚN A TODAS LAS FINCAS DE ESTA PLANTAL   LINDA: AL FRENTE, TOMANDO COMO TAL LA ZONA COMÚN  A LA IZQUIERDA, ENTRANDO,  CON ZONA COMÚN  Y A LA DERECHA ENTRANDO, PARTE CON ZONA COMÚN Y PARTE CON LA ESCALERA DE ACCESO A ESTA PLANTA Y AL FONDO CON ZONA COMÚN. TIENE UN         COEFICIENTE DE PARTICIPACIÓN EN LOS ELEMENTOS COMUNES DE DOS ENTEROS CON     DIECISIETE CENTÉSIMAS POR CIENTO.",CALLE SANT JAUME 13 -1 10,8359,SANT ISCLE DE VALLALTA,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ARENYS DE MAR TOMO: 1579 , FOLIO: 13 , LIBRO: 14. FINCA: 898    , INSCRIPCIÓN: 1",4383715DG6048S0021FQ,"0,00 €",CALLE SANT JAUME 13
SUB-AT-2023-23R0886001253,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23856,8874.45,8874.45,0.0,500.0,443.72,"100% PLENO DOMINIO. URBANA. ENTIDAD Nº2.- PLAZA DE APARCAMIENTO Nº2 EN LA    PLANTA SÓTANO 2º DEL EDIFICIO SITO EN LA CALLE SANT JAUME, Nº 13 Y 15 EN EL  TÉRMINO MUNICIPAL DE SAN ACISCLO DE VALLALTA. TIENE UNA SUPERFICIE DE        13,60M2 Y SU ACCESO DESDE EL PASO COMÚN A TODAS LAS FINCAS DE ESTA PLANTA.   LINDA: AL FRENTE, TOMANDO COMO TAL LA ZONA COMÚN A TRAVÉS DE LA CUAL SE      ACCEDE A DICHA PLAZA DE APARCAMIENTO, CON DICHA ZONA COMÚN, A LA IZQUIERDA,  ENTRANDO, CON PLAZA DE APARCAMIENTO Nº3 DE ESTA MISMA PLANTA  A LA DERECHA   ENTRANDO, CON PLAZA DE APARCAMIENTO Nº1 Y AL FONDO, CON EL SUBSUELO DE LA    FINCA DEL SR PONS COLLET. TIENE UN COEFICIENTE DE PARTICIPACIÓN EN LOS       ELEMENTOS CUMUNES DE UN ENTERE CON VEINTE CENTÉSIMAS POR CIENTO.",CALLE SANT JAUME 13 -2 2,8359,SANT ISCLE DE VALLALTA,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ARENYS DE MAR TOMO: 1521 , FOLIO: 181 , LIBRO: 13. FINCA: 860    , INSCRIPCIÓN: 1",4383715DG6048S0002QA,"0,00 €",CALLE SANT JAUME 13
SUB-AT-2023-23R0886001255,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23857,8916.69,8916.69,0.0,500.0,445.83,"100% PLENO DOMINIO. URBANA: ENTIDAD Nº16.- PLAZA DE APARCAMIENTO Nº 5        SITUADA EN LA PLANTA SÓTANO 1º DEL EDIFICIO SITO EN LA CALLE SANT JAUME, Nº  13 Y 15 EN EL TÉRMINO MUNICIPAL DE SAN ACISCLO DE VALLALTA. TIENE UNA        SUPERFICIE DE 13,60M2 Y SU ACCESO DESDE EL PASO COMÚN A TODAS LAS FINCAS DE  ESTA PLANTA. LINDA: AL FRENTE, TOMANDO COMO TAL LA ZONA COMÚN A TRAVÉS DE LA CUAL SE ACCEDE A DICHA PLAZA DE APARCAMIENTO, CON DICHA ZONA COMÚN  A LA     IZQUIERDA, ENTRANDO, CON PLAZA DE APARCAMIENTO Nº6 DE ESTA MISMA PLANTA  A   LA DERECHA ENTRANDO, CON PLAZA DE APARCAMIENTO Nº 4 Y AL FONDO, CON ZONA     COMÚN Y PARTE CON EL SUBSUELO DE LA FINCA DEL SR PONS COLLET. TIENE UN       COEFICIENTE DE PARTICIPACIÓN EN LOS ELEMENTOS COMUNES DE UN ENTEROS CON",CALLE SANT JAUME 13 -1 5,8359,SANT ISCLE DE VALLALTA,BARCELONA,No,No consta,No consta,"BIEN INSCRITO EN REGISTRO  DE ARENYS DE MAR TOMO: 1521 , FOLIO: 223 , LIBRO: 13. FINCA: 888    , INSCRIPCIÓN: 1",4383715DG6048S0016SX,"0,00 €",CALLE SANT JAUME 13
SUB-AT-2023-23R2886001094,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23782,25385.78,25385.78,0.0,500.0,1269.28,"100% PLENO DOMINIO.PLAZA DE GARAJE SEÑALADA CON EL NUMERO 110, UBICADA EN    LA PLANTA SOTANO DEL EDIFICIO CORRESPONDIENTE A LA CALLE JUAN RAMON JIMENEZ, SITA EN LA URBANIZACION  RESIDENCIAL VISTA CLARA , EN EL TERMINO MUNICIPAL   DE LAS ROZAS (MADRID). TIENE UNA SUPERFICIE DE 12,73 M2. LINDA: AL FRENTE,   EN LINEA DE 2,83 METROS, CON UNA ZONA DE PASO  A LA DERECHA, EN LINEA DE     4,50 METROS, CON EL PLAZA DE GARAJE SEÑALADA CON EL NUMERO 108  A LA         IZQUIERDA, TAMBIEN EN LINEA DE 4,50 METROS, CON UNA ZONA DE RODADURA Y AL    FONDO, EN LINEA DE 2,67 METROS, CON LA PLAZA DE GARAJE SEÑALADA CON EL       NUMERO 118 Y CON UNA ZONA DE RODADURA. TIENE UNA CUOTA DE PARTICIPACION      SOBRE EL TOTAL DE LA FINCA DEL 0,489%. REF. CAT: 4157901VK2845N0001QB",CALLE CAMILO JOSE CELA 4 1 -1,28230,ROZAS DE MADRID (LAS),MADRID,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 1 DE LAS ROZAS TOMO: 2744 , FOLIO: 97 , LIBRO: 751. FINCA: 38910  / 251 , INSCRIPCIÓN: 1",4157901VK2845N0001QB,"0,00 €",CALLE CAMILO JOSE CELA 4
SUB-AT-2023-23R2886001213,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23836,19305.0,19305.0,0.0,500.0,965.25,"URBANA. PLAZA DE GARAJE Nº43, UBICADA EN LA PLANTA SÓTANO DEL PORTAL Nº 6,   DEL CONJUNTO RESIDENCIAL  LOS MADROÑOS , CON ENTRADA PRINCIPAL POR LA CALLE  HIEDRA. TIENE UNA SUPERFICIE CONSTRUIDA APROXIMADA DE 12,00 M2. SU CUOTA EN  EL VALOR TOTAL DEL CONJUNTO ES DE 0'14 POR CIENTO. REFERENCIA CATASTRAL:     5461608VK4856S0100WY, SUPERFICIE SEGÚN CATASTRO: 24M2 (APARCAMIENTO 12,      ELEMENTOS COMUNES 12).100% PLENO DOMINIO.",CALLE HIEDRA 90 -1 43,28100,ALCOBENDAS,MADRID,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE ALCOBENDAS TOMO: 1630 , FOLIO: 31 , LIBRO: 1321. FINCA: 51914  , INSCRIPCIÓN: 3",5461608VK4856S0100WY,"0,00 €",CALLE HIEDRA 90
SUB-AT-2023-23R2886001215,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23837,19305.0,19305.0,0.0,500.0,965.25,"URBANA. PLAZA DE GARAJE Nº44, EN LA PLANTA SÓTANO DEL PORTAL Nº6, DEL        CONJUNTO RESIDENCIAL  LOS MADROÑOS , CON ENTRADA PRINCIPAL POR LA CALLE      HIEDRA. TIENE UNA SUPERFICIE CONSTRUIDA APROXIMADA DE 12,00 M2. SU CUOTA EN  EL VALOR TOTAL DEL CONJUNTO ES DE 0'14 POR CIENTO. REFERENCIA CATASTRAL:     5461608VK4856S0100WY, SUPERFICIE SEGÚN CATASTRO: 24M2 (APARCAMIENTO 12,      ELEMENTOS COMUNES 12).100% PLENO DOMINIO.",CALLE HIEDRA 90 -1 44,28100,ALCOBENDAS,MADRID,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE ALCOBENDAS TOMO: 1630 , FOLIO: 34 , LIBRO: 1321. FINCA: 51916  , INSCRIPCIÓN: 3",5461608VK4856S0101EU,"0,00 €",CALLE HIEDRA 90
SUB-AT-2023-23R2886001219,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23838,34470.09,63985.83,0.0,1000.0,1723.5,"100% PLENO DOMINIO DE VIVIENDA. URBANA:Nº117, PARTE DEL EDIF.C  CANAL        RESIDENCIAL RESORT  ABITY BEACH , TÉRMINO MUNICIPAL SAN JAVIER, EN LA ZONA   NORTE DEL COTO O REDONDA DE LAS SALINAS DE EL ESTACIO DE LA MANGA DE SAN     JAVIER, EN LA GRAN VÍA DE LA MANGA DEL MAR MENOR Y CALLE A DE NUEVO TRAZADO, AMBAS SIN NÚMERO, PARCELA 10, POLÍGONO G. VIVIENDA EN 5ª PLANTA ALZADA SOBRE LA BAJA DIÁFANA. DE TIPO B2, DIFERENTES DEPENDENCIAS, HABITACIONES,          SERVICIOS, TERRAZA Y TENDEDERO. SUPERFICIE ÚTIL TOTAL -41,84 M2-. LINDA:     DERECHA ENTRANDO, VIVIENDA A4 DE SU PLANTA  IZQUIERDA, VIVIENDA A2 DE SU     PLANTA, FONDO, VUELO A ZONAS COMUNES  Y FRENTE, DISTRIBUIDOR DE PLANTA.      CUOTA EN SU BLOQUE: -1,27%-. REFERENCIA CATASTRAL: 9305202XG9890N0118QX",CALLE POLIGONO G - MANGA 5 G C 05,30370,SAN JAVIER,MURCIA,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 1 DE SAN JAVIER TOMO: 1323 , FOLIO: 155 , LIBRO: 1002. FINCA: 67019  , INSCRIPCIÓN: 5",9305202XG9890N0118QX,"29.515,74 €",CALLE POLIGONO G - MANGA 5
SUB-NV-2023-1265987,NOTARIAL VOLUNTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,350521.6,0,BOE-B-2023-23891,350521.6,350521.6,245365.12,1500.0,35052.16,"NAVE SUPERFICIE 713,20 METROS CUADRADOS","CALLE ALBARICOQUE 20, NAVE INDUSTRIAL 4",30500,MOLINA DE SEGURA,MURCIA,No,Sin ocupantes,No consta,"REGISTRO MOLINA DE SEGURA 2, FINCA 38224",6453604XH5165C0001ZE,RESULTANTES DE LA CERTIFICACIÓN CUYO CSV SE DETALLA.,CALLE ALBARICOQUE 20
SUB-AT-2023-23R2886001221,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23839,302277.0,302277.0,0.0,2000.0,15113.85,"100% DEL PLENO DOMINIO. URBANA. VIVIENDA EN ALCOBENDAS EN LA PLANTA 2ª       LETRA B DEL PORTAL 6 DEL CONJUNTO RESIDENCIAL  LOS MADROÑOS , CON ENTRADA    PRINCIPAL POR LA CALLE HIEDRA. TIENE UNA SUPERFICIE CONSTRUIDA INTERIOR      78,50 83 M2 APROXIMADAMENTE, UNA SUPERFICIE TOTAL CONSTRUIDA 98,15 M2        APROXIMADAMENTE, INCLUIDA LA PARTE PROPORCIONAL DE LAS ZONAS COMUNES Y UNA   SUPERFICIE ÚTIL DE 67,20 M2 APROXIMADAMENTE, DISTRIBUIDOS INTERIORMENTE EN   VARIAS DEPENDENCIAS, ADEMÁS DE UNA TERRAZA CON UNA SUPERFICIE APROXIMADA DE  23,20 M2 Y UN TENDEDERO DE 4 M2. ANEJO INSEPARABLE DE ESTA VIVIENDA ES EL    TRASTERO Nº 11, EN LA PLANTA SÓTANO DEL PORTAL Nº 6, CON UNA SUPERFICIE DE   3,30 M2. REFERENCIA CATASTRAL: 5461608VK4856S0043UA",CALLE HIEDRA 100 6 02 B,28100,ALCOBENDAS,MADRID,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE ALCOBENDAS TOMO: 1629 , FOLIO: 85 , LIBRO: 1320. FINCA: 51800  , INSCRIPCIÓN: 3",5461608VK4856S0043UA,"0,00 €",CALLE HIEDRA 100
SUB-AT-2023-23R2886001238,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23844,104114.55,104114.55,0.0,2000.0,5205.72,"URBANA: SOLAR. EN CALLE TORIL S/N. SUPERFICIES: TERRENO: 633,40 M2.          REFERENCIA CATASTRAL: 4110815UK4441S0001DB. SEGÚN CATASTRO: URBANO, SUELO    SIN EDIFICAR DE 656 M2. LOCALIZACIÓN EN CATASTRO: CL TORIL 47 45635 SOTILLO  DE LAS PALOMAS (TOLEDO).",CALLE TORIL 47,45635,SOTILLO DE LAS PALOMAS,TOLEDO,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE TALAVERA DE LA REINA TOMO: 1589 , FOLIO: 92 , LIBRO: 22. FINCA: 1650   , INSCRIPCIÓN: 1",4110815UK4441S0001DB,"0,00 €",CALLE TORIL 47
SUB-AT-2023-23R2886001280,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23865,7688.9,7688.9,0.0,500.0,384.44,"MITAD INDIVISA. URBANA: Nº 37. PLAZA DE APARCAMIENTO EN PLANTA SÓTANO,       SEÑALADA CON EL Nº  37  QUE FORMA PARTE DEL EDIFICIO DEL CONJUNTO            ARQUITECTÓNICO  VILLA PALOYOLA  EN TÉRMINO Y CASCO DE TORRELODONES, CAMINO   DE VALLADOLID 3, 5, 7, 9 Y 11. EL ACCESO RODADO A LA PLANTA SÓTANO SE        REALIZA A TRAVÉS DE LA CALLE RUFINO TORRES. SUPERFICIE ÚTIL DE 11,50 M2 Y    CONSTRUIDA: 22,86 M2. LINDA: FRENTE, ZONA DE PASO Y MANIOBRA  DERECHA,       ENTRANDO, PLAZA Nº 36  IZQUIERDA, PLAZA Nº 38  Y FONDO, CUARTO RITI.         TITULARIDAD: EL DEUDOR ES TITULAR DEL 50 % DEL PLENO DOMINIO DE ESTA FINCA   POR TÍTULO DE COMPRA. REFERENCIA CATASTRAL: 1422016VK2912S0037XB",CALLE CAMINO DE VALLADOLID 3 1 -1 37,28250,TORRELODONES,MADRID,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO  DE TORRELODONES TOMO: 3507 , FOLIO: 6 , LIBRO: 291. FINCA: 11747  , INSCRIPCIÓN: 5",1422016VK2912S0037XB,"0,00 €",CALLE CAMINO DE VALLADOLID 3
SUB-AT-2023-23R2886001284,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23866,4697.19,4697.19,0.0,200.0,234.85,"100% DEL PLENO DOMINIO DE PLAZA DE GARAJE Nº22 SITA EN CALLE RAMÓN Y CAJAL,  S/N (C/ SEVERO OCHOA, 2 (A)  ESC: 1  PL: -1  PT: 22) YUNCOS, TOLEDO. EXISTEN DISCREPANCIAS DE TAMAÑO ENTRE REGISTRO Y CATASTRO. EN REGISTRO: 11,25 M2. EN CATASTRO: 11 M2. REFERENCIA CATASTRAL: 5778033VK2357N0022BW",CALLE SEVERO OCHOA 2 A 1 -1 22,45210,YUNCOS,TOLEDO,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 1 DE ILLESCAS TOMO: 1795 , FOLIO: 29 , LIBRO: 98. FINCA: 8656   , INSCRIPCIÓN: 1",5778033VK2357N0022BW,"0,00 €",CALLE SEVERO OCHOA 2
SUB-AT-2023-23R2886001306,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23869,96085.0,96085.0,0.0,2000.0,4804.25,"URBANA. NÚMERO UNO. LOCAL EN PLANTA SÓTANO DEL PORTAL 47, DEL BLOQUE Nº47,48 Y 49, EN EL CONJUNTO DE EDIFICIOS FUENTEBELLA, EN PARLA, CARRETERA           MADRID-TOLEDO, PUNTO KILOMÉTRICO 22. LINDA: POR SU FRENTE, CON LA VERTICAL   DE LA FACHADA PRINCIPAL  DERECHA, CASA Nº48  IZQUIERDA, FACHADA LATERAL  Y   FONDO, CON LA VERTICAL DE LA FACHADA POSTERIOR. AFECTA LA FORMA DE UN        POLÍGONO IRREGULAR, RODEANDO LA CAJA DE ESCALERA, Y ENCIERRA UNA SUPERFICIE  DE 277M2, SIN NINGUNA DISTRIBUCIÓN INTERIOR. CUOTA: 2,11%. DIRECCIÓN         CATASTRO: CL FUENTEBELLA 47 ES:1 PL:-1 PT:01",CALLE MADRID-TOLEDO KM 22 47 SO,28981,PARLA,MADRID,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 2 DE PARLA TOMO: 1073 , FOLIO: 208 , LIBRO: 546. FINCA: 37254  , INSCRIPCIÓN: 1",4238401VK3543N0062BE,"0,00 €",CALLE MADRID-TOLEDO KM 22
SUB-AT-2023-23R2886001308,AGENCIA TRIBUTARIA,0123 4567 89 0987 65,2023-08-15,2023-09-04,0.0,0,BOE-B-2023-23870,96161.77,164458.85,0.0,2000.0,4808.08,"100% PLENO DOMINIO. URBANA: NUMERO DOS. VIVIENDA LETRA B EN LA PLANTA BAJA,  DE LA CASA SITA EN MADRID, CON FRENTE A LA CALLE DE JUAN DE VERA Nº7. SE     COMPONE DE VARIAS DEPENDENCIAS Y SERVICIOS. TIENE UNA SUPERFICIE CONSTRUIDA  DE 55,90 M2. LINDA: FRENTE, POR DONDE TIENE SU ACCESO, CON VESTÍBULO DE      ACCESO AL EDIFICIO  A LA DERECHA ENTRANDO, CALLE JUAN DE VERA  IZQUIERDA,    VESTÍBULO DEL EDIFICIO, VIVIENDA C DE LA MISMA PLANTA Y PATIO DE LUCES  Y    FONDO, PATIO DE LUCES Y FINCA DE CALLE JUAN DE VERA Nº9. COEFICIENTE:        5,17%.",CALLE JUAN DE VERA 7 00 B,28045,MADRID,MADRID,No consta,No consta,No,"BIEN INSCRITO EN REGISTRO NÚM. 3 DE MADRID TOMO: 2640 , FOLIO: 81 , LIBRO: 2521. FINCA: 74873  , INSCRIPCIÓN: 10",1222919VK4712A0003UX,"68.297,08 €",CALLE JUAN DE VERA 7
